Quarter,Minute,Second,Down,ToGo,SeriesFirstDown,Yards,Formation,PlayType,PassType,RushDirection,YardLineFixed,YardLineDirection
2,6,1,1,15,1,29,SHOTGUN,PASS,DEEP RIGHT,,26,OWN
2,5,20,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,3,51,1,10,0,4,SHOTGUN,RUSH,,LEFT GUARD,37,OWN
2,3,21,2,6,0,2,SHOTGUN,RUSH,,LEFT END,41,OWN
2,2,44,3,4,0,0,SHOTGUN,PASS,SHORT LEFT,,43,OWN
2,2,40,4,4,0,0,PUNT,PUNT,,,43,OWN
2,2,33,1,10,0,4,SHOTGUN,PASS,SHORT LEFT,,18,OWN
2,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,2,0,2,6,0,-2,SHOTGUN,PASS,SHORT RIGHT,,22,OWN
2,1,18,3,8,1,28,SHOTGUN,PASS,SHORT LEFT,,20,OWN
2,1,11,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,48,OWN
2,1,6,2,10,0,4,SHOTGUN,PASS,SHORT RIGHT,,48,OWN
2,0,46,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,38,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,38,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,35,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,30,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,26,1,10,0,0,UNDER CENTER,QB KNEEL,,,35,OWN
2,0,0,0,0,1,0,,,,,0,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,15,0,1,10,0,0,SHOTGUN,NO PLAY,,,25,OWN
3,15,0,1,5,1,6,SHOTGUN,PASS,SHORT LEFT,,30,OWN
3,14,33,1,10,0,2,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,36,OWN
3,14,7,2,8,0,6,SHOTGUN,RUSH,,RIGHT TACKLE,38,OWN
3,13,25,3,2,1,6,SHOTGUN,PASS,SHORT LEFT,,44,OWN
3,0,39,3,1,1,11,UNDER CENTER,RUSH,,LEFT TACKLE,22,OWN
3,0,7,1,10,0,9,SHOTGUN,PASS,SHORT RIGHT,,33,OWN
3,0,0,0,0,1,0,,,,,0,OWN
4,15,0,1,20,0,0,SHOTGUN,PASS,SHORT RIGHT,,23,OWN
4,14,56,2,20,0,3,SHOTGUN,PASS,SHORT MIDDLE,,23,OWN
4,14,16,3,17,0,8,SHOTGUN,PASS,SHORT LEFT,,26,OWN
4,13,49,4,9,0,0,PUNT,PUNT,,,34,OWN
4,13,37,1,10,0,5,UNDER CENTER,RUSH,,LEFT END,34,OWN
4,12,59,2,5,1,12,UNDER CENTER,PASS,SHORT LEFT,,39,OWN
4,10,44,1,10,0,1,SHOTGUN,PASS,SHORT RIGHT,,10,OWN
4,10,13,2,9,1,14,SHOTGUN,PASS,SHORT MIDDLE,,11,OWN
4,9,44,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
4,9,39,2,10,0,2,SHOTGUN,PASS,SHORT LEFT,,25,OWN
4,9,19,2,20,0,6,SHOTGUN,PASS,SHORT LEFT,,15,OWN
4,8,37,3,14,0,1,SHOTGUN,PASS,SHORT MIDDLE,,21,OWN
4,8,1,4,13,0,0,PUNT,PUNT,,,22,OWN
4,7,53,1,10,0,2,UNDER CENTER,RUSH,,RIGHT GUARD,38,OWN
4,7,15,2,8,0,18,UNDER CENTER,RUSH,,RIGHT END,40,OWN
4,6,50,2,18,0,-3,SHOTGUN,RUSH,,LEFT END,30,OWN
4,6,6,3,21,0,6,SHOTGUN,RUSH,,CENTER,27,OWN
4,10,55,4,28,0,0,PUNT,PUNT,,,38,OWN
4,10,47,1,10,0,0,SHOTGUN,PASS,DEEP MIDDLE,,28,OWN
4,10,41,1,20,1,28,SHOTGUN,RUSH,,RIGHT TACKLE,18,OWN
4,9,56,1,10,0,-1,UNDER CENTER,RUSH,,RIGHT TACKLE,46,OWN
4,9,17,2,11,0,-8,SHOTGUN,SACK,,,45,OWN
4,8,36,3,19,0,6,SHOTGUN,RUSH,,LEFT GUARD,37,OWN
4,7,53,4,13,0,0,PUNT,PUNT,,,43,OWN
4,7,44,1,10,0,4,SHOTGUN,RUSH,,LEFT GUARD,4,OWN
4,7,15,2,6,0,0,SHOTGUN,PASS,SHORT LEFT,,8,OWN
4,7,11,3,6,0,0,SHOTGUN,NO PLAY,,,8,OWN
4,7,11,3,10,1,21,SHOTGUN,PASS,DEEP MIDDLE,,4,OWN
4,6,34,1,10,1,32,SHOTGUN,RUSH,,RIGHT END,25,OWN
4,3,38,4,22,0,0,PUNT,PUNT,,,45,OWN
4,3,29,1,10,0,2,UNDER CENTER,RUSH,,LEFT END,7,OWN
4,2,53,2,8,0,6,UNDER CENTER,PASS,SHORT RIGHT,,9,OWN
4,2,5,3,2,1,41,SHOTGUN,PASS,DEEP LEFT,,15,OWN
4,1,57,0,0,1,0,UNDER CENTER,,,,0,OWN
4,1,51,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,1,47,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,1,41,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,0,55,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,0,50,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,0,50,1,10,1,38,SHOTGUN,PASS,DEEP LEFT,,25,OWN
4,0,37,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,0,37,1,10,1,15,SHOTGUN,PASS,SHORT RIGHT,,25,OWN
4,0,21,1,10,0,0,NO HUDDLE,CLOCK STOP,,,40,OWN
4,0,20,2,10,1,11,SHOTGUN,PASS,SHORT LEFT,,40,OWN
4,0,2,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,0,0,0,0,1,0,,,,,0,OWN
2,4,14,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,0,32,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,4,44,1,10,1,10,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,38,OWN
4,4,17,1,10,1,22,NO HUDDLE SHOTGUN,PASS,DEEP RIGHT,,48,OWN
4,2,49,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,2,47,1,10,0,1,UNDER CENTER,RUSH,,LEFT TACKLE,16,OWN
4,2,40,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,2,40,2,9,0,2,UNDER CENTER,RUSH,,LEFT GUARD,17,OWN
4,2,35,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,2,35,3,7,0,-3,UNDER CENTER,RUSH,,RIGHT END,19,OWN
4,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
4,2,0,4,10,0,0,PUNT,PUNT,,,16,OWN
4,1,46,1,10,0,5,SHOTGUN,PASS,SHORT RIGHT,,39,OWN
4,1,42,2,5,1,6,SHOTGUN,PASS,SHORT RIGHT,,44,OWN
4,1,17,1,10,0,0,UNDER CENTER,QB KNEEL,,,38,OWN
4,0,35,2,11,0,0,UNDER CENTER,QB KNEEL,,,37,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,14,55,1,10,0,3,UNDER CENTER,RUSH,,CENTER,24,OWN
1,14,23,2,7,0,3,UNDER CENTER,PASS,SHORT RIGHT,,27,OWN
1,13,45,3,4,0,0,SHOTGUN,PASS,SHORT LEFT,,30,OWN
1,13,37,4,4,0,0,PUNT,PUNT,,,30,OWN
1,13,28,1,10,0,1,SHOTGUN,RUSH,,RIGHT GUARD,33,OPP
1,11,8,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,11,3,1,10,0,1,UNDER CENTER,RUSH,,CENTER,18,OWN
1,10,27,2,9,0,0,SHOTGUN,PASS,DEEP RIGHT,,19,OWN
1,10,23,1,10,0,0,UNDER CENTER,PASS,DEEP LEFT,,35,OWN
1,10,18,2,10,1,14,UNDER CENTER,RUSH,,LEFT TACKLE,35,OWN
1,9,39,1,10,0,0,UNDER CENTER,RUSH,,LEFT GUARD,49,OWN
1,8,59,2,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,49,OWN
1,8,56,3,10,0,0,SHOTGUN,PASS,SHORT LEFT,,49,OWN
1,7,32,1,10,1,12,UNDER CENTER,RUSH,,RIGHT TACKLE,9,OWN
1,6,53,1,10,0,7,UNDER CENTER,PASS,SHORT MIDDLE,,21,OWN
1,6,21,2,3,0,2,UNDER CENTER,PASS,SHORT MIDDLE,,28,OWN
1,5,44,3,1,0,-1,UNDER CENTER,RUSH,,RIGHT TACKLE,30,OWN
1,5,10,4,2,0,0,PUNT,PUNT,,,29,OWN
1,5,1,1,10,0,6,UNDER CENTER,RUSH,,RIGHT GUARD,17,OWN
1,4,27,2,4,0,-1,UNDER CENTER,RUSH,,CENTER,23,OWN
1,3,46,3,5,1,5,SHOTGUN,PASS,SHORT LEFT,,22,OWN
1,3,12,1,10,1,16,UNDER CENTER,PASS,DEEP MIDDLE,,27,OWN
1,2,27,1,10,0,3,UNDER CENTER,RUSH,,CENTER,43,OWN
1,1,46,2,7,0,4,UNDER CENTER,PASS,SHORT RIGHT,,46,OWN
1,0,0,0,0,1,0,,,,,0,OWN
2,13,37,2,17,0,0,SHOTGUN,PASS,SHORT RIGHT,,26,OPP
2,11,51,1,10,0,0,UNDER CENTER,RUSH,,LEFT END,8,OWN
2,11,14,2,10,0,-2,UNDER CENTER,RUSH,,RIGHT END,8,OWN
2,10,29,3,12,1,14,SHOTGUN,PASS,SHORT MIDDLE,,6,OWN
2,9,48,1,10,0,1,UNDER CENTER,RUSH,,CENTER,20,OWN
2,9,12,2,9,0,6,SHOTGUN,PASS,SHORT MIDDLE,,21,OWN
2,8,47,2,18,0,15,SHOTGUN,PASS,SHORT LEFT,,12,OWN
2,1,26,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,19,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,1,19,1,10,0,0,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
2,1,13,2,10,0,8,SHOTGUN,PASS,SHORT LEFT,,25,OWN
2,1,7,3,2,0,0,NO HUDDLE SHOTGUN,NO PLAY,,,33,OWN
2,1,7,3,7,0,0,SHOTGUN,PASS,DEEP RIGHT,,28,OWN
2,1,1,3,2,1,9,SHOTGUN,PASS,SHORT RIGHT,,33,OWN
2,0,39,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,42,OWN
2,0,35,2,10,0,0,SHOTGUN,PASS,SHORT MIDDLE,,42,OWN
2,0,31,3,10,0,0,SHOTGUN,PASS,DEEP MIDDLE,,42,OWN
2,0,26,4,10,0,0,PUNT,PUNT,,,42,OWN
2,0,15,1,10,0,5,SHOTGUN,RUSH,,RIGHT TACKLE,18,OWN
2,0,0,0,0,1,0,,,,,0,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,14,55,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,32,OWN
3,7,40,1,10,0,-2,UNDER CENTER,RUSH,,RIGHT GUARD,25,OWN
3,7,5,2,12,1,24,UNDER CENTER,RUSH,,RIGHT TACKLE,23,OWN
3,6,16,1,10,0,-7,UNDER CENTER,SACK,,,47,OWN
3,5,29,2,17,0,9,SHOTGUN,PASS,SHORT LEFT,,40,OWN
3,4,51,3,8,0,-8,SHOTGUN,SACK,,,49,OWN
3,4,12,4,11,0,0,PUNT,PUNT,,,46,OWN
3,4,4,1,10,0,9,SHOTGUN,PASS,SHORT LEFT,,10,OWN
3,3,27,2,1,1,5,UNDER CENTER,RUSH,,RIGHT GUARD,19,OWN
3,2,53,1,10,0,-8,SHOTGUN,SACK,,,24,OWN
3,2,6,2,18,0,1,SHOTGUN,PASS,SHORT RIGHT,,16,OWN
3,1,28,3,17,0,16,SHOTGUN,PASS,SHORT RIGHT,,17,OWN
3,0,48,4,1,0,0,PUNT,PUNT,,,33,OWN
3,0,0,0,0,1,0,,,,,0,OWN
4,13,28,1,10,1,21,SHOTGUN,PASS,SHORT MIDDLE,,20,OWN
4,12,45,1,10,0,4,SHOTGUN,RUSH,,LEFT END,41,OWN
4,12,1,2,6,1,22,UNDER CENTER,PASS,DEEP MIDDLE,,45,OWN
4,8,30,1,10,0,7,SHOTGUN,RUSH,,CENTER,20,OWN
4,7,49,2,3,1,7,SHOTGUN,RUSH,,LEFT END,27,OWN
4,7,4,1,10,0,6,UNDER CENTER,RUSH,,CENTER,34,OWN
4,6,26,2,4,1,4,UNDER CENTER,RUSH,,RIGHT GUARD,40,OWN
4,5,46,1,10,0,-5,SHOTGUN,RUSH,,LEFT END,44,OWN
4,5,1,2,15,0,-7,SHOTGUN,PASS,SHORT LEFT,,39,OWN
4,4,16,3,22,0,19,SHOTGUN,PASS,DEEP MIDDLE,,32,OWN
4,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
4,0,48,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,0,38,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,0,38,1,10,0,8,SHOTGUN,PASS,SHORT LEFT,,25,OWN
4,14,36,2,10,0,0,SHOTGUN,NO PLAY,,,26,OWN
4,14,36,2,15,0,6,SHOTGUN,PASS,SHORT RIGHT,,21,OWN
4,14,14,3,9,0,8,NO HUDDLE SHOTGUN,SCRAMBLE,,,27,OWN
4,13,46,3,14,0,41,SHOTGUN,PASS,DEEP RIGHT,,22,OWN
4,13,27,1,10,0,4,NO HUDDLE SHOTGUN,RUSH,,CENTER,37,OPP
4,12,57,2,6,0,4,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,33,OPP
4,12,18,3,2,1,12,NO HUDDLE,RUSH,,RIGHT END,29,OPP
4,11,47,1,10,0,1,NO HUDDLE SHOTGUN,RUSH,,LEFT END,17,OPP
4,11,21,2,9,0,0,NO HUDDLE SHOTGUN,PASS,DEEP MIDDLE,,16,OPP
4,11,16,3,9,0,0,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,16,OPP
4,11,13,4,9,0,0,FIELD GOAL,FIELD GOAL,,,16,OPP
4,11,9,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,11,3,1,10,0,4,UNDER CENTER,RUSH,,CENTER,29,OWN
4,10,26,2,6,0,0,UNDER CENTER,RUSH,,RIGHT TACKLE,33,OWN
4,9,44,3,6,0,3,SHOTGUN,PASS,SHORT RIGHT,,33,OWN
4,9,3,4,3,0,0,PUNT,PUNT,,,36,OWN
4,8,52,1,10,0,5,SHOTGUN,PASS,SHORT LEFT,,30,OWN
4,8,28,2,5,1,8,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,35,OWN
4,8,7,1,10,0,2,NO HUDDLE SHOTGUN,SCRAMBLE,,,43,OWN
4,7,42,1,15,0,4,SHOTGUN,PASS,SHORT RIGHT,,38,OWN
4,7,19,2,11,0,9,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,42,OWN
4,7,4,1,10,1,11,SHOTGUN,PASS,SHORT RIGHT,,47,OWN
4,5,57,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
4,0,51,1,10,0,0,UNDER CENTER,QB KNEEL,,,37,OWN
4,0,26,2,11,0,0,UNDER CENTER,QB KNEEL,,,36,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,14,56,1,10,0,0,UNDER CENTER,EXCEPTION,,,20,OWN
1,14,17,2,11,0,7,UNDER CENTER,RUSH,,RIGHT END,19,OWN
1,13,43,3,4,1,9,SHOTGUN,RUSH,,RIGHT END,26,OWN
1,13,14,1,10,0,3,UNDER CENTER,RUSH,,LEFT TACKLE,35,OWN
1,12,43,2,7,0,-3,UNDER CENTER,RUSH,,RIGHT END,38,OWN
1,12,6,3,10,0,0,SHOTGUN,PASS,DEEP MIDDLE,,35,OWN
1,12,1,4,10,0,0,PUNT,PUNT,,,35,OWN
1,11,54,1,10,0,0,UNDER CENTER,EXCEPTION,,,12,OWN
1,11,16,2,6,1,7,SHOTGUN,PASS,SHORT RIGHT,,16,OWN
1,10,38,1,10,0,9,SHOTGUN,PASS,SHORT LEFT,,23,OWN
1,10,7,2,1,1,3,SHOTGUN,RUSH,,RIGHT TACKLE,32,OWN
1,9,27,1,10,0,2,SHOTGUN,RUSH,,LEFT GUARD,35,OWN
1,8,49,2,8,0,2,SHOTGUN,RUSH,,LEFT TACKLE,37,OWN
1,8,7,3,6,0,0,SHOTGUN,PASS,DEEP RIGHT,,39,OWN
1,8,1,4,6,0,0,PUNT,PUNT,,,39,OWN
1,7,54,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,18,OWN
1,7,50,2,10,1,17,SHOTGUN,PASS,SHORT MIDDLE,,18,OWN
1,7,20,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,35,OWN
1,7,14,1,20,0,8,SHOTGUN,RUSH,,CENTER,25,OWN
1,6,36,2,12,0,7,SHOTGUN,RUSH,,RIGHT GUARD,33,OWN
1,5,58,3,5,1,8,SHOTGUN,PASS,SHORT LEFT,,40,OWN
1,5,35,1,10,1,32,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,48,OWN
1,4,46,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,4,46,1,10,0,2,SHOTGUN,RUSH,,LEFT GUARD,25,OWN
1,4,6,2,8,0,0,SHOTGUN,PASS,SHORT MIDDLE,,27,OWN
1,3,35,2,18,0,3,SHOTGUN,PASS,SHORT MIDDLE,,17,OWN
1,3,25,3,15,0,0,SHOTGUN,NO PLAY,,,20,OWN
1,3,5,3,20,0,9,SHOTGUN,PASS,SHORT LEFT,,15,OWN
1,2,33,4,11,0,0,PUNT,PUNT,,,24,OWN
1,2,16,1,10,1,22,UNDER CENTER,PASS,DEEP MIDDLE,,38,OWN
1,0,0,0,0,1,0,,,,,0,OWN
2,12,32,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,11,52,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,11,47,1,10,0,8,SHOTGUN,PASS,SHORT RIGHT,,21,OWN
2,11,18,2,2,0,1,SHOTGUN,PASS,SHORT RIGHT,,29,OWN
2,10,40,3,1,0,0,SHOTGUN,RUSH,,CENTER,30,OWN
2,10,10,4,1,0,0,PUNT,PUNT,,,30,OWN
2,10,0,1,10,0,3,UNDER CENTER,RUSH,,CENTER,35,OWN
2,9,26,2,7,0,0,SHOTGUN,PASS,SHORT LEFT,,38,OWN
2,9,22,3,7,0,0,SHOTGUN,PASS,SHORT RIGHT,,38,OWN
2,9,19,4,7,0,0,PUNT,PUNT,,,38,OWN
2,8,41,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,8,41,1,10,0,31,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
2,2,55,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,2,55,1,10,0,1,UNDER CENTER,PASS,SHORT MIDDLE,,25,OWN
2,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,0,17,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,10,1,10,0,0,UNDER CENTER,QB KNEEL,,,29,OWN
3,10,19,1,10,0,5,UNDER CENTER,SCRAMBLE,,,38,OWN
3,9,42,2,5,1,5,UNDER CENTER,RUSH,,RIGHT GUARD,43,OWN
3,8,54,1,10,0,-9,UNDER CENTER,SACK,,,48,OWN
3,8,7,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
3,8,7,2,19,0,7,SHOTGUN,PASS,SHORT LEFT,,39,OWN
3,7,24,3,12,0,28,SHOTGUN,PASS,DEEP MIDDLE,,46,OWN
3,7,2,1,10,0,5,UNDER CENTER,RUSH,,CENTER,26,OPP
3,6,28,2,5,1,11,UNDER CENTER,RUSH,,CENTER,21,OPP
3,5,43,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,5,43,1,10,1,10,UNDER CENTER,RUSH,,CENTER,25,OWN
3,5,11,1,10,1,13,UNDER CENTER,RUSH,,RIGHT TACKLE,35,OWN
3,4,34,1,10,0,8,UNDER CENTER,RUSH,,LEFT END,48,OWN
3,2,38,1,10,1,11,UNDER CENTER,RUSH,,CENTER,47,OWN
4,13,7,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,13,4,1,10,0,3,UNDER CENTER,RUSH,,CENTER,2,OWN
4,12,27,2,7,0,6,UNDER CENTER,PASS,SHORT RIGHT,,5,OWN
4,11,44,3,1,1,1,SHOTGUN,RUSH,,LEFT GUARD,11,OWN
4,11,5,1,10,0,0,UNDER CENTER,NO PLAY,,,12,OWN
4,10,51,1,15,0,0,UNDER CENTER,RUSH,,CENTER,7,OWN
4,10,10,2,15,0,1,UNDER CENTER,RUSH,,CENTER,7,OWN
4,9,29,3,14,0,20,SHOTGUN,SCRAMBLE,,,8,OWN
4,9,6,3,18,0,0,SHOTGUN,RUSH,,CENTER,4,OWN
4,8,31,4,18,0,0,PUNT,PUNT,,,4,OWN
4,4,47,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,4,47,1,10,0,0,UNDER CENTER,PASS,SHORT MIDDLE,,25,OWN
4,4,42,2,10,0,6,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
4,4,0,3,4,1,5,SHOTGUN,PASS,SHORT MIDDLE,,31,OWN
4,3,22,1,10,0,18,UNDER CENTER,RUSH,,LEFT END,36,OWN
4,2,24,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,2,17,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,2,10,1,10,1,25,SHOTGUN,PASS,SHORT LEFT,,21,OWN
4,2,1,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,2,1,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,2,1,1,10,0,9,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
4,1,53,0,0,1,0,UNDER CENTER,,,,0,OWN
4,1,53,2,1,1,12,SHOTGUN,PASS,SHORT RIGHT,,34,OWN
4,1,47,1,10,0,9,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,46,OWN
2,7,46,3,1,0,-4,SHOTGUN,RUSH,,LEFT END,44,OWN
2,7,4,4,5,0,0,PUNT,PUNT,,,40,OWN
2,6,58,1,10,0,4,UNDER CENTER,RUSH,,LEFT GUARD,20,OWN
2,6,31,2,6,0,3,UNDER CENTER,RUSH,,CENTER,24,OWN
2,5,53,3,3,1,8,UNDER CENTER,PASS,SHORT LEFT,,27,OWN
2,5,17,1,10,1,16,UNDER CENTER,PASS,SHORT MIDDLE,,35,OWN
2,3,49,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,3,49,1,10,0,0,SHOTGUN,PASS,DEEP LEFT,,25,OWN
2,3,42,2,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,25,OWN
2,3,37,3,10,1,19,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
2,2,58,1,10,0,1,SHOTGUN,PASS,SHORT LEFT,,44,OWN
2,2,20,2,9,0,0,SHOTGUN,PASS,DEEP RIGHT,,45,OWN
2,2,15,3,9,0,8,SHOTGUN,PASS,SHORT RIGHT,,45,OWN
2,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,2,0,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,57,1,10,1,11,SHOTGUN,PASS,SHORT LEFT,,47,OWN
3,0,0,0,0,1,0,,,,,0,OWN
4,15,0,1,10,1,18,SHOTGUN,PASS,SHORT LEFT,,32,OWN
4,13,51,3,12,0,0,SHOTGUN,PASS,DEEP MIDDLE,,48,OWN
4,13,45,4,12,0,0,PUNT,PUNT,,,48,OWN
4,13,37,1,10,0,0,UNDER CENTER,PASS,DEEP RIGHT,,3,OWN
4,13,30,2,10,0,0,UNDER CENTER,NO PLAY,,,3,OWN
4,13,30,2,11,0,-2,UNDER CENTER,RUSH,,LEFT END,2,OWN
4,0,45,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,0,45,1,10,0,0,UNDER CENTER,QB KNEEL,,,25,OWN
4,0,22,2,11,0,0,UNDER CENTER,QB KNEEL,,,24,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,14,54,1,10,0,0,SHOTGUN,PASS,SHORT MIDDLE,,26,OWN
1,14,48,2,10,0,3,UNDER CENTER,RUSH,,RIGHT TACKLE,26,OWN
1,14,5,3,7,0,0,SHOTGUN,PASS,SHORT MIDDLE,,29,OWN
1,14,0,4,7,0,0,PUNT,PUNT,,,29,OWN
1,13,48,1,10,0,2,UNDER CENTER,RUSH,,LEFT TACKLE,21,OWN
1,13,20,2,8,0,1,UNDER CENTER,RUSH,,RIGHT TACKLE,23,OWN
1,12,36,3,7,0,0,SHOTGUN,PASS,SHORT RIGHT,,24,OWN
1,12,32,4,7,0,0,PUNT,PUNT,,,24,OWN
1,12,21,1,10,0,2,UNDER CENTER,RUSH,,CENTER,32,OWN
1,11,41,2,8,1,35,SHOTGUN,PASS,DEEP RIGHT,,34,OWN
2,0,17,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,0,17,1,10,0,4,SHOTGUN,RUSH,,CENTER,25,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,15,0,1,10,0,5,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
3,14,18,2,5,1,7,SHOTGUN,PASS,SHORT LEFT,,30,OWN
3,13,35,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,37,OWN
3,13,32,2,10,0,0,SHOTGUN,PASS,SHORT LEFT,,37,OWN
3,13,27,3,10,1,45,SHOTGUN,PASS,DEEP RIGHT,,37,OWN
3,11,11,2,4,0,3,SHOTGUN,RUSH,,RIGHT END,4,OPP
3,10,23,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
3,10,17,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,10,7,1,10,1,17,UNDER CENTER,PASS,SHORT LEFT,,25,OWN
3,9,32,1,10,0,-3,UNDER CENTER,RUSH,,RIGHT TACKLE,42,OWN
3,8,49,2,13,0,3,SHOTGUN,PASS,SHORT RIGHT,,39,OWN
3,8,13,3,10,1,58,SHOTGUN,PASS,DEEP RIGHT,,42,OWN
3,8,5,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,7,57,1,10,0,7,SHOTGUN,PASS,SHORT RIGHT,,28,OWN
3,7,21,2,3,1,23,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,35,OWN
3,6,8,1,20,0,7,SHOTGUN,PASS,SHORT MIDDLE,,48,OWN
3,5,20,1,10,0,4,SHOTGUN,PASS,SHORT MIDDLE,,10,OWN
3,4,39,2,6,1,44,SHOTGUN,PASS,DEEP MIDDLE,,14,OWN
3,0,13,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,0,13,1,10,0,9,SHOTGUN,PASS,SHORT LEFT,,25,OWN
4,15,0,2,1,1,8,SHOTGUN,PASS,SHORT MIDDLE,,34,OWN
