Quarter,Minute,Second,Down,ToGo,SeriesFirstDown,Yards,Formation,PlayType,PassType,RushDirection,YardLineFixed,YardLineDirection
4,14,30,1,10,0,7,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,42,OWN
4,13,53,2,3,1,5,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,49,OWN
4,13,13,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,12,26,1,10,0,3,UNDER CENTER,RUSH,,RIGHT GUARD,45,OWN
4,11,52,2,7,1,8,UNDER CENTER,RUSH,,LEFT END,48,OWN
4,6,38,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,5,21,4,15,0,0,PUNT,PUNT,,,33,OWN
4,5,14,1,10,1,13,SHOTGUN,RUSH,,CENTER,25,OWN
3,8,20,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,8,20,1,10,1,11,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
3,7,38,1,10,0,7,UNDER CENTER,PASS,SHORT LEFT,,36,OWN
3,7,3,2,3,1,4,UNDER CENTER,RUSH,,RIGHT GUARD,43,OWN
3,6,28,1,10,0,2,SHOTGUN,RUSH,,LEFT END,47,OWN
3,5,54,2,8,1,10,SHOTGUN,PASS,SHORT RIGHT,,49,OWN
3,2,35,1,10,0,0,UNDER CENTER,PASS,SHORT LEFT,,16,OWN
3,2,32,2,10,0,2,UNDER CENTER,RUSH,,LEFT TACKLE,16,OWN
3,1,59,3,8,0,0,SHOTGUN,PASS,DEEP RIGHT,,18,OWN
3,0,13,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
3,0,0,0,0,1,0,,,,,0,OWN
4,14,55,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,14,55,1,10,0,-4,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
4,14,13,2,14,0,17,SHOTGUN,PASS,SHORT RIGHT,,21,OWN
4,13,43,1,10,1,18,SHOTGUN,RUSH,,RIGHT GUARD,38,OWN
4,11,33,3,17,0,-6,SHOTGUN,SACK,,,49,OWN
4,11,3,4,23,0,0,PUNT,PUNT,,,43,OWN
4,6,38,1,10,0,0,SHOTGUN,RUSH,,RIGHT END,25,OWN
4,6,6,2,10,0,0,SHOTGUN,NO PLAY,,,25,OWN
4,5,44,2,15,1,26,SHOTGUN,PASS,SHORT LEFT,,20,OWN
4,5,4,1,10,0,3,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,46,OWN
4,4,33,2,7,0,0,NO HUDDLE SHOTGUN,PASS,DEEP RIGHT,,49,OWN
4,4,28,3,7,0,0,SHOTGUN,PASS,SHORT LEFT,,49,OWN
4,4,17,1,10,0,0,UNDER CENTER,RUSH,,CENTER,20,OWN
4,3,42,2,10,0,-5,UNDER CENTER,RUSH,,LEFT END,20,OWN
4,2,59,3,15,0,2,SHOTGUN,RUSH,,CENTER,15,OWN
4,2,13,4,13,0,0,PUNT,PUNT,,,17,OWN
4,2,6,1,10,0,2,SHOTGUN,PASS,SHORT LEFT,,45,OWN
4,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
4,2,0,2,23,0,9,SHOTGUN,PASS,SHORT LEFT,,32,OWN
4,1,22,3,14,1,19,SHOTGUN,PASS,SHORT LEFT,,41,OWN
4,0,6,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,0,0,0,0,1,0,UNDER CENTER,PASS,YARDS &,,0,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,15,0,1,10,0,9,UNDER CENTER,RUSH,,RIGHT GUARD,25,OWN
1,14,33,2,1,1,4,SHOTGUN,RUSH,,LEFT GUARD,34,OWN
2,9,22,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,9,22,1,10,0,3,UNDER CENTER,PASS,SHORT RIGHT,,25,OWN
2,8,57,2,7,0,1,UNDER CENTER,RUSH,,LEFT TACKLE,28,OWN
2,8,15,3,6,1,10,SHOTGUN,PASS,SHORT MIDDLE,,29,OWN
2,7,43,1,10,0,0,UNDER CENTER,PASS,DEEP RIGHT,,39,OWN
2,7,36,2,10,0,9,SHOTGUN,PASS,SHORT LEFT,,39,OWN
2,7,0,3,1,1,4,SHOTGUN,PASS,SHORT MIDDLE,,48,OWN
2,2,36,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,2,0,1,7,0,0,SHOTGUN,NO PLAY,,,7,OPP
2,1,56,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,47,0,0,0,0,UNDER CENTER,KICK OFF,,,35,OWN
2,1,47,1,10,1,12,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
2,1,27,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,37,OWN
2,1,23,2,10,0,-7,SHOTGUN,PASS,SHORT LEFT,,37,OWN
2,0,48,3,17,0,16,SHOTGUN,PASS,DEEP LEFT,,30,OWN
2,0,14,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,47,OWN
2,0,9,2,10,1,15,SHOTGUN,PASS,SHORT LEFT,,47,OWN
2,0,4,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,0,0,0,1,0,,,,,0,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,14,57,1,10,1,11,UNDER CENTER,PASS,SHORT RIGHT,,17,OWN
3,14,22,1,10,0,1,UNDER CENTER,RUSH,,LEFT TACKLE,28,OWN
3,13,47,2,9,1,41,SHOTGUN,PASS,SHORT MIDDLE,,29,OWN
3,12,51,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,12,51,1,10,1,13,SHOTGUN,RUSH,,LEFT END,25,OWN
3,12,17,1,10,0,0,UNDER CENTER,PASS,SHORT LEFT,,38,OWN
3,12,11,2,10,0,2,SHOTGUN,RUSH,,LEFT TACKLE,38,OWN
3,11,26,3,8,1,15,SHOTGUN,PASS,SHORT MIDDLE,,40,OWN
2,0,5,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,0,0,0,1,0,,,,,0,OWN
4,3,5,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,3,5,3,11,1,41,SHOTGUN,PASS,DEEP RIGHT,,44,OWN
4,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,15,0,0,0,0,0,UNDER CENTER,KICK OFF,,,35,OWN
1,14,54,1,10,0,-8,UNDER CENTER,SACK,,,12,OWN
1,14,17,2,18,0,0,SHOTGUN,FUMBLES,,,4,OWN
1,13,42,3,19,0,8,SHOTGUN,PASS,SHORT RIGHT,,3,OWN
1,13,15,4,11,0,0,PUNT,PUNT,,,11,OWN
1,13,5,1,10,0,6,UNDER CENTER,RUSH,,LEFT GUARD,49,OWN
1,11,13,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,11,8,1,10,1,47,SHOTGUN,PASS,DEEP LEFT,,31,OWN
1,6,43,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,6,38,1,10,0,0,UNDER CENTER,PASS,SHORT LEFT,,16,OWN
1,6,35,2,10,1,14,SHOTGUN,PASS,SHORT RIGHT,,16,OWN
1,5,57,1,10,0,3,SHOTGUN,RUSH,,RIGHT GUARD,30,OWN
1,5,23,2,7,0,1,UNDER CENTER,SCRAMBLE,,,33,OWN
1,4,42,3,6,1,9,SHOTGUN,SCRAMBLE,,,34,OWN
1,4,0,1,10,1,12,UNDER CENTER,RUSH,,RIGHT GUARD,43,OWN
1,2,36,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,2,36,1,10,0,-2,UNDER CENTER,RUSH,,RIGHT GUARD,25,OWN
1,1,59,2,12,0,0,SHOTGUN,PASS,SHORT RIGHT,,23,OWN
1,1,32,1,10,0,4,UNDER CENTER,RUSH,,LEFT END,38,OWN
1,0,56,2,6,0,12,UNDER CENTER,RUSH,,RIGHT GUARD,42,OWN
1,0,29,2,16,0,-3,UNDER CENTER,RUSH,,LEFT GUARD,32,OWN
1,0,1,3,19,0,0,SHOTGUN,NO PLAY,,,29,OWN
1,0,0,0,0,1,0,,,,,0,OWN
2,15,0,3,24,0,7,SHOTGUN,PASS,SHORT MIDDLE,,24,OWN
2,14,24,4,17,0,0,PUNT,PUNT,,,31,OWN
2,14,19,1,10,0,0,UNDER CENTER,NO PLAY,,,25,OWN
2,14,19,1,15,0,0,UNDER CENTER,PASS,SHORT LEFT,,20,OWN
2,14,15,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,14,15,2,15,0,0,UNDER CENTER,NO PLAY,,,20,OWN
2,14,15,2,20,0,19,UNDER CENTER,PASS,DEEP LEFT,,15,OWN
2,12,50,1,10,0,4,UNDER CENTER,RUSH,,CENTER,42,OWN
2,12,7,2,6,0,5,UNDER CENTER,RUSH,,LEFT GUARD,46,OWN
2,10,9,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,10,4,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,20,OWN
2,10,1,2,5,0,2,UNDER CENTER,RUSH,,LEFT GUARD,25,OWN
2,9,21,3,3,1,34,SHOTGUN,PASS,SHORT MIDDLE,,27,OWN
2,6,57,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,6,57,1,10,1,38,SHOTGUN,PASS,SHORT LEFT,,25,OWN
2,4,42,1,10,0,9,UNDER CENTER,RUSH,,RIGHT GUARD,3,OWN
2,4,6,2,1,0,0,UNDER CENTER,PASS,SHORT RIGHT,,12,OWN
2,3,29,3,1,1,9,UNDER CENTER,PASS,SHORT RIGHT,,12,OWN
2,3,9,1,10,0,0,UNDER CENTER,PASS,SHORT RIGHT,,21,OWN
2,3,4,2,10,0,-2,UNDER CENTER,RUSH,,LEFT END,21,OWN
2,2,18,3,12,1,12,SHOTGUN,PASS,SHORT MIDDLE,,19,OWN
2,2,0,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,31,OWN
2,1,55,2,10,1,10,SHOTGUN,PASS,SHORT RIGHT,,31,OWN
2,1,29,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,41,OWN
2,1,25,2,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,41,OWN
2,1,20,2,5,0,0,SHOTGUN,PASS,DEEP RIGHT,,46,OWN
2,1,14,1,10,1,11,SHOTGUN,PASS,SHORT LEFT,,33,OWN
2,1,9,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,44,OWN
2,1,5,2,10,1,16,SHOTGUN,PASS,SHORT LEFT,,44,OWN
2,0,44,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,26,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,17,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,2,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,0,0,0,0,1,0,,,,,0,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,15,0,1,10,1,39,UNDER CENTER,PASS,DEEP RIGHT,,25,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,15,0,1,10,0,2,UNDER CENTER,RUSH,,LEFT GUARD,25,OWN
3,14,29,2,8,0,0,UNDER CENTER,PASS,SHORT LEFT,,27,OWN
3,14,23,3,8,1,10,SHOTGUN,PASS,SHORT MIDDLE,,27,OWN
3,13,46,1,10,0,0,UNDER CENTER,RUSH,,CENTER,37,OWN
3,13,26,2,10,0,0,NO HUDDLE,PASS,SHORT RIGHT,,37,OWN
3,13,23,3,10,0,0,SHOTGUN,PASS,DEEP MIDDLE,,37,OWN
3,12,31,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,12,31,1,10,0,0,UNDER CENTER,FUMBLES,,,25,OWN
3,11,53,2,13,1,31,SHOTGUN,PASS,SHORT RIGHT,,22,OWN
3,11,44,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,11,44,1,10,0,0,UNDER CENTER,PASS,DEEP LEFT,,25,OWN
3,11,38,2,10,0,8,SHOTGUN,PASS,SHORT LEFT,,25,OWN
3,10,55,3,2,1,5,SHOTGUN,PASS,SHORT RIGHT,,33,OWN
3,12,10,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,12,10,1,10,0,6,UNDER CENTER,PASS,SHORT RIGHT,,25,OWN
3,11,47,2,4,0,3,UNDER CENTER,RUSH,,LEFT GUARD,31,OWN
3,11,10,3,1,1,3,SHOTGUN,RUSH,,LEFT GUARD,34,OWN
3,10,31,1,10,0,-5,UNDER CENTER,SACK,,,37,OWN
3,9,57,2,15,0,0,SHOTGUN,PASS,SHORT MIDDLE,,32,OWN
3,9,54,3,15,0,-6,SHOTGUN,SACK,,,32,OWN
3,9,18,4,21,0,0,PUNT,PUNT,,,26,OWN
3,9,12,1,10,0,7,UNDER CENTER,RUSH,,LEFT END,31,OWN
3,8,45,2,3,1,18,UNDER CENTER,RUSH,,RIGHT TACKLE,38,OWN
3,6,50,2,19,1,25,SHOTGUN,PASS,DEEP LEFT,,47,OWN
3,4,34,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,4,34,1,10,0,8,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
3,4,7,2,2,0,-1,UNDER CENTER,SACK,,,33,OWN
3,6,42,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
3,0,0,0,0,1,0,,,,,0,OWN
4,2,11,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,15,0,1,10,1,22,UNDER CENTER,PASS,SHORT LEFT,,25,OWN
1,14,25,1,10,0,-4,UNDER CENTER,RUSH,,LEFT END,47,OWN
1,13,56,2,14,0,0,SHOTGUN,PASS,SHORT RIGHT,,43,OWN
1,13,16,3,14,0,0,SHOTGUN,PASS,SHORT LEFT,,43,OWN
1,13,12,4,14,0,0,PUNT,PUNT,,,43,OWN
1,13,1,1,10,1,12,SHOTGUN,PASS,SHORT RIGHT,,10,OWN
1,12,29,1,10,1,10,UNDER CENTER,RUSH,,RIGHT END,22,OWN
1,11,50,1,10,0,3,SHOTGUN,RUSH,,RIGHT TACKLE,32,OWN
1,11,15,2,7,0,3,SHOTGUN,PASS,SHORT LEFT,,35,OWN
1,10,40,3,4,1,6,SHOTGUN,PASS,SHORT LEFT,,38,OWN
1,10,12,1,10,0,6,SHOTGUN,RUSH,,CENTER,44,OWN
1,9,8,3,7,0,6,SHOTGUN,PASS,SHORT RIGHT,,47,OWN
1,8,31,1,10,0,2,UNDER CENTER,RUSH,,RIGHT GUARD,47,OWN
1,7,50,2,8,1,22,UNDER CENTER,PASS,DEEP LEFT,,49,OWN
1,5,36,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,5,36,1,10,1,44,SHOTGUN,PASS,DEEP LEFT,,25,OWN
1,2,52,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,2,52,1,10,0,2,UNDER CENTER,RUSH,,LEFT GUARD,25,OWN
1,2,11,2,8,0,7,SHOTGUN,PASS,SHORT MIDDLE,,27,OWN
1,2,11,3,1,0,0,UNDER CENTER,NO PLAY,,,34,OWN
1,1,22,3,6,0,5,SHOTGUN,PASS,SHORT RIGHT,,29,OWN
1,0,51,4,1,0,0,PUNT,PUNT,,,34,OWN
1,0,40,1,10,0,5,UNDER CENTER,RUSH,,RIGHT TACKLE,22,OWN
1,0,6,2,5,0,0,SHOTGUN,NO PLAY,,,27,OWN
1,0,0,0,0,1,0,,,,,0,OWN
2,15,0,2,1,1,3,UNDER CENTER,RUSH,,LEFT GUARD,31,OWN
2,14,19,1,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,34,OWN
2,14,13,2,10,0,1,SHOTGUN,RUSH,,RIGHT END,34,OWN
2,13,50,2,19,0,0,SHOTGUN,NO PLAY,,,25,OWN
2,13,29,2,24,0,5,SHOTGUN,RUSH,,RIGHT GUARD,20,OWN
2,12,51,3,19,0,0,SHOTGUN,PASS,SHORT RIGHT,,25,OWN
2,12,47,4,19,0,0,PUNT,PUNT,,,25,OWN
2,12,32,1,10,0,0,UNDER CENTER,NO PLAY,,,22,OWN
2,12,32,1,15,0,-2,UNDER CENTER,RUSH,,CENTER,17,OWN
2,11,51,2,17,0,8,SHOTGUN,PASS,SHORT LEFT,,15,OWN
2,11,13,3,9,0,0,SHOTGUN,NO PLAY,,,23,OWN
2,10,52,3,14,0,0,SHOTGUN,SACK,,,18,OWN
2,10,6,4,14,0,0,PUNT,PUNT,,,18,OWN
2,9,55,1,10,1,16,SHOTGUN,PASS,SHORT LEFT,,42,OPP
2,8,26,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,8,26,1,10,0,7,UNDER CENTER,PASS,SHORT LEFT,,25,OWN
2,7,48,2,3,1,7,UNDER CENTER,RUSH,,RIGHT TACKLE,32,OWN
2,7,10,1,10,0,6,UNDER CENTER,RUSH,,LEFT TACKLE,39,OWN
2,6,32,2,4,0,0,UNDER CENTER,PASS,DEEP MIDDLE,,45,OWN
2,6,27,2,14,0,0,SHOTGUN,PASS,SHORT RIGHT,,35,OWN
2,6,23,3,14,0,9,SHOTGUN,PASS,SHORT LEFT,,35,OWN
2,5,44,4,5,0,0,PUNT,PUNT,,,44,OWN
2,5,34,1,10,1,11,SHOTGUN,PASS,SHORT MIDDLE,,7,OWN
2,4,52,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,18,OWN
2,4,48,2,10,0,2,UNDER CENTER,RUSH,,LEFT GUARD,18,OWN
2,4,2,3,8,0,0,SHOTGUN,PASS,DEEP RIGHT,,20,OWN
2,3,57,4,8,0,0,PUNT,PUNT,,,20,OWN
2,3,47,1,10,1,41,UNDER CENTER,PASS,DEEP LEFT,,28,OWN
2,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,1,20,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,1,20,1,10,0,8,SHOTGUN,PASS,SHORT LEFT,,25,OWN
2,1,1,2,2,1,8,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,33,OWN
2,0,39,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,41,OWN
2,0,34,2,10,1,13,SHOTGUN,PASS,SHORT LEFT,,41,OWN
2,0,18,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,3,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,15,0,1,10,1,33,SHOTGUN,PASS,SHORT RIGHT,,25,OWN
3,13,22,1,10,0,1,UNDER CENTER,RUSH,,RIGHT GUARD,8,OWN
3,12,41,2,9,0,0,UNDER CENTER,NO PLAY,,,9,OWN
3,12,21,2,13,0,0,UNDER CENTER,RUSH,,RIGHT TACKLE,5,OWN
3,11,35,3,13,0,0,SHOTGUN,PASS,SHORT RIGHT,,5,OWN
3,11,31,4,13,0,0,PUNT,PUNT,,,5,OWN
3,11,21,1,10,0,0,UNDER CENTER,RUSH,,CENTER,38,OWN
3,10,42,2,10,1,41,SHOTGUN,PASS,DEEP RIGHT,,38,OWN
3,7,51,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,7,51,1,10,0,-3,UNDER CENTER,RUSH,,RIGHT TACKLE,25,OWN
3,7,17,2,13,1,24,SHOTGUN,PASS,SHORT RIGHT,,22,OWN
3,6,35,1,10,0,0,UNDER CENTER,PASS,DEEP LEFT,,46,OWN
3,4,20,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,4,20,1,10,1,11,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
3,3,58,1,10,0,0,NO HUDDLE,PASS,SHORT RIGHT,,36,OWN
3,3,52,2,10,0,15,SHOTGUN,PASS,SHORT MIDDLE,,36,OWN
3,3,41,1,10,0,3,SHOTGUN,RUSH,,CENTER,41,OWN
3,3,4,2,7,0,0,SHOTGUN,RUSH,,CENTER,44,OWN
3,2,54,1,10,1,13,UNDER CENTER,RUSH,,RIGHT GUARD,45,OPP
3,2,14,1,10,0,1,UNDER CENTER,RUSH,,RIGHT TACKLE,32,OPP
1,14,0,1,10,0,0,SHOTGUN,NO PLAY,,,38,OWN
1,13,37,1,15,0,0,SHOTGUN,PASS,SHORT MIDDLE,,33,OWN
1,13,33,2,15,0,11,SHOTGUN,PASS,SHORT MIDDLE,,33,OWN
1,13,31,3,15,0,-6,SHOTGUN,SACK,,,33,OWN
1,12,50,4,21,0,0,PUNT,PUNT,,,27,OWN
1,12,39,1,10,0,9,SHOTGUN,PASS,SHORT RIGHT,,14,OWN
1,11,59,2,1,1,24,SHOTGUN,PASS,DEEP MIDDLE,,23,OWN
1,11,23,1,10,0,3,SHOTGUN,PASS,SHORT RIGHT,,47,OWN
1,9,8,1,10,1,11,SHOTGUN,RUSH,,LEFT GUARD,10,OWN
1,8,35,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,21,OWN
1,8,31,2,10,0,-4,SHOTGUN,SACK,,,21,OWN
1,7,47,3,14,0,6,SHOTGUN,PASS,SHORT MIDDLE,,17,OWN
1,7,6,4,8,0,0,PUNT,PUNT,,,23,OWN
1,2,55,1,10,1,54,SHOTGUN,PASS,DEEP MIDDLE,,6,OWN
1,2,17,1,10,0,7,UNDER CENTER,RUSH,,RIGHT END,40,OPP
1,0,0,0,0,1,0,,,,,0,OWN
2,14,19,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,14,13,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,14,7,1,10,0,0,UNDER CENTER,PASS,SHORT RIGHT,,21,OWN
2,14,5,2,10,0,6,SHOTGUN,PASS,SHORT RIGHT,,21,OWN
2,13,40,3,4,1,31,SHOTGUN,PASS,DEEP RIGHT,,27,OWN
4,13,21,0,0,1,0,UNDER CENTER,KICK OFF,,,20,OWN
4,13,14,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,46,OWN
4,13,10,2,10,0,0,SHOTGUN,NO PLAY,,,46,OWN
4,11,45,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,11,39,1,10,0,-10,UNDER CENTER,SACK,,,46,OWN
4,10,55,2,20,0,4,SHOTGUN,PASS,SHORT RIGHT,,36,OWN
4,10,16,3,16,0,-9,SHOTGUN,SACK,,,40,OWN
4,9,37,4,25,0,0,PUNT,PUNT,,,31,OWN
4,9,24,1,10,0,0,SHOTGUN,PASS,DEEP LEFT,,21,OWN
4,9,18,2,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,21,OWN
4,9,13,3,10,0,0,SHOTGUN,PASS,SHORT MIDDLE,,21,OWN
4,9,9,4,10,0,0,PUNT,PUNT,,,21,OWN
4,8,58,1,10,0,3,UNDER CENTER,RUSH,,CENTER,33,OWN
4,8,23,2,7,1,12,UNDER CENTER,RUSH,,CENTER,36,OWN
4,7,44,1,10,0,2,UNDER CENTER,RUSH,,RIGHT TACKLE,48,OWN
1,10,38,4,1,0,0,PUNT,PUNT,,,26,OWN
1,10,30,1,10,0,3,SHOTGUN,SCRAMBLE,,,26,OWN
1,9,55,2,7,0,2,UNDER CENTER,RUSH,,LEFT TACKLE,29,OWN
1,9,24,3,5,0,0,SHOTGUN,PASS,DEEP LEFT,,31,OWN
1,9,19,4,5,0,0,PUNT,PUNT,,,31,OWN
1,9,9,1,10,0,6,SHOTGUN,PASS,SHORT MIDDLE,,8,OWN
1,8,38,2,4,0,6,UNDER CENTER,RUSH,,LEFT TACKLE,14,OWN
1,8,9,1,10,0,1,SHOTGUN,PASS,SHORT LEFT,,25,OWN
1,7,31,2,9,0,7,SHOTGUN,RUSH,,RIGHT GUARD,26,OWN
1,6,48,3,2,1,6,SHOTGUN,PASS,SHORT RIGHT,,33,OWN
1,6,12,1,10,0,0,UNDER CENTER,PASS,DEEP LEFT,,39,OWN
1,6,5,2,10,0,8,SHOTGUN,RUSH,,CENTER,39,OWN
1,5,23,3,2,1,3,SHOTGUN,PASS,SHORT RIGHT,,47,OWN
1,1,54,0,0,0,0,UNDER CENTER,KICK OFF,,,35,OWN
1,1,48,1,10,0,1,UNDER CENTER,RUSH,,RIGHT GUARD,15,OWN
1,1,7,2,9,0,0,SHOTGUN,PASS,SHORT RIGHT,,16,OWN
4,2,26,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,2,26,1,10,1,24,SHOTGUN,PASS,DEEP RIGHT,,25,OWN
4,2,19,1,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,49,OWN
4,2,14,2,10,0,6,SHOTGUN,PASS,SHORT RIGHT,,49,OWN
4,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
4,1,28,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,1,22,1,10,0,2,UNDER CENTER,RUSH,,CENTER,2,OWN
4,1,19,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,1,19,2,8,0,0,UNDER CENTER,QB KNEEL,,,4,OWN
4,0,37,3,9,0,0,UNDER CENTER,QB KNEEL,,,3,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,15,0,1,10,0,7,SHOTGUN,SCRAMBLE,,,25,OWN
1,14,37,2,3,1,3,NO HUDDLE SHOTGUN,RUSH,,LEFT GUARD,32,OWN
1,14,7,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,35,OWN
1,13,29,2,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,35,OWN
1,12,47,3,10,0,9,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,35,OWN
1,12,12,4,1,0,0,PUNT,PUNT,,,44,OWN
1,12,2,1,10,1,14,SHOTGUN,PASS,SHORT MIDDLE,,6,OWN
1,11,22,1,10,0,1,SHOTGUN,RUSH,,RIGHT GUARD,20,OWN
1,10,42,2,9,1,18,SHOTGUN,PASS,DEEP MIDDLE,,21,OWN
1,10,1,1,10,1,19,SHOTGUN,RUSH,,LEFT END,39,OWN
1,8,6,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,8,1,1,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,23,OWN
1,7,54,2,10,0,2,SHOTGUN,RUSH,,RIGHT GUARD,23,OWN
1,7,15,3,8,0,0,SHOTGUN,FUMBLES,,,25,OWN
1,6,43,4,13,0,0,PUNT,PUNT,,,20,OWN
1,4,34,1,10,0,8,SHOTGUN,PASS,SHORT LEFT,,43,OWN
1,2,18,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,2,18,1,10,0,0,SHOTGUN,PASS,DEEP LEFT,,25,OWN
1,2,12,2,10,0,-7,SHOTGUN,SACK,,,25,OWN
1,1,53,3,17,1,26,SHOTGUN,PASS,DEEP MIDDLE,,18,OWN
1,1,28,1,10,1,16,SHOTGUN,RUSH,,RIGHT GUARD,46,OWN
1,0,0,0,0,1,0,,,,,0,OWN
2,14,7,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,14,2,1,10,0,5,SHOTGUN,PASS,SHORT LEFT,,14,OWN
2,13,40,2,5,1,26,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,19,OWN
